"County,Duchy,Kingdom,Empire,Religion,Culture"
"Kara_Asirgan,Naiman_Gobi,Dzungaria,Tartaria,Tengriism,Kirghiz"
"Boro_Burgasu,Naiman_Gobi,Dzungaria,Tartaria,Tengriism,Kirghiz"
"Khotan,Khotan,Khotan,Turan,Mahayana,Sogdian"
"Karghalik,Khotan,Khotan,Turan,Mahayana,Sogdian"
"Keriya,Khotan,Khotan,Turan,Mahayana,Sogdian"
"Cherchen,Khotan,Khotan,Turan,Mahayana,Tocharian"
"Kashgar,Kashgar,Khotan,Turan,Mahayana,Sogdian"
"Terek_Pass,Kashgar,Khotan,Turan,Mahayana,Sogdian"
"Aksu,Kashgar,Khotan,Turan,Mahayana,Tocharian"
"Yarkand,Kashgar,Khotan,Turan,Mahayana,Sogdian"
"Karashar,Karashar,Khotan,Turan,Vajrayana,Tocharian"
"Kucha,Karashar,Khotan,Turan,Vajrayana,Tocharian"
"Luntai,Karashar,Khotan,Turan,Vajrayana,Tocharian"
"Toksun,Karashar,Khotan,Turan,Vajrayana,Tocharian"
"Charkliq,Charkliq,Khotan,Turan,Vajrayana,Tocharian"
"Loulan,Charkliq,Khotan,Turan,Vajrayana,Tocharian"
"Miran,Charkliq,Khotan,Turan,Vajrayana,Khitan"
"Kumtag,Charkliq,Khotan,Turan,Vajrayana,Khitan"
"Mangyshlak,Transcaspiana,Oghuz_il,Turan,Tengriism,Oghuz"
"Garabogazkol,Transcaspiana,Oghuz_il,Turan,Tengriism,Oghuz"
"Ustyurt,Transcaspiana,Oghuz_il,Turan,Tengriism,Oghuz"
"Qoshagyl,Jemba,Oghuz_il,Turan,Tengriism,Oghuz"
"Akkityk,Jemba,Oghuz_il,Turan,Tengriism,Oghuz"
"Kos-Buwak,Jemba,Oghuz_il,Turan,Tengriism,Oghuz"
"Yangikent,Aral_il,Oghuz_il,Turan,Tengriism,Oghuz"
"Raimskoe,Aral_il,Oghuz_il,Turan,Tengriism,Oghuz"
"Ak-Dzulpas,Aral_il,Oghuz_il,Turan,Tengriism,Oghuz"
"Aralkizil,Aral_il,Oghuz_il,Turan,Tengriism,Oghuz"
"Terekli,Barsuki,Oghuz_il,Turan,Tengriism,Oghuz"
"Barsuki,Barsuki,Oghuz_il,Turan,Tengriism,Oghuz"
"Aral_Karakum,Barsuki,Oghuz_il,Turan,Tengriism,Oghuz"
"Jend,Syr_Darya,Syr_Darya,Turan,Tengriism,Oghuz"
"Sighnaq,Syr_Darya,Syr_Darya,Turan,Tengriism,Oghuz"
"Uzgend,Syr_Darya,Syr_Darya,Turan,Tengriism,Oghuz"
"Chah,Chah,Syr_Darya,Turan,Khurmazdism,Sogdian"
"Otrar,Chah,Syr_Darya,Turan,Khurmazdism,Sogdian"
"Shavgar,Chah,Syr_Darya,Turan,Tengriism,Oghuz"
"Sütkend,Chah,Syr_Darya,Turan,Khurmazdism,Sogdian"
"Balashagun,Muyunkum,Syr_Darya,Turan,Tengriism,Karluk"
"Suyab,Muyunkum,Syr_Darya,Turan,Tengriism,Karluk"
"Taraz,Muyunkum,Syr_Darya,Turan,Khurmazdism,Sogdian"
"Shelji,Muyunkum,Syr_Darya,Turan,Tengriism,Karluk"
"Quriltay,Muyunkum,Syr_Darya,Turan,Tengriism,Oghuz"
"Cherik,Muyunkum,Syr_Darya,Turan,Khurmazdism,Sogdian"
"Bukhara,Soghd,Transoxiana,Turan,Gayomarthianism,Sogdian"
"Kishsh,Soghd,Transoxiana,Turan,Gayomarthianism,Sogdian"
"Nakhshab,Soghd,Transoxiana,Turan,Gayomarthianism,Sogdian"
"Firabr,Soghd,Transoxiana,Turan,Gayomarthianism,Sogdian"
"Dabusiya,Soghd,Transoxiana,Turan,Gayomarthianism,Sogdian"
"Samarkand,Soghd,Transoxiana,Turan,Gayomarthianism,Sogdian"
"Badakhshan,Badakhshan,Transoxiana,Turan,Mahayana,Afghan"
"Munjan,Badakhshan,Transoxiana,Turan,Mahayana,Afghan"
"Wakhan,Badakhshan,Transoxiana,Turan,Mahayana,Afghan"
"Shughnan,Badakhshan,Transoxiana,Turan,Mahayana,Afghan"
"Karran,Badakhshan,Transoxiana,Turan,Mahayana,Afghan"
"Khuttal,Khuttal,Transoxiana,Turan,Mahayana,Sogdian"
"Wakhsh,Khuttal,Transoxiana,Turan,Mahayana,Sogdian"
"Chaghaniyan,Khuttal,Transoxiana,Turan,Mahayana,Sogdian"
"Rasht,Khuttal,Transoxiana,Turan,Mahayana,Sogdian"
"Oshrusana,Osrushana,Transoxiana,Turan,Gayomarthianism,Sogdian"
"Zarafshan,Osrushana,Transoxiana,Turan,Gayomarthianism,Sogdian"
"Ferghana,Ferghana,Transoxiana,Turan,Khurmazdism,Sogdian"
"Khojand,Ferghana,Transoxiana,Turan,Khurmazdism,Sogdian"
"Isfara,Ferghana,Transoxiana,Turan,Khurmazdism,Sogdian"
"Nasaiya,Ferghana,Transoxiana,Turan,Khurmazdism,Sogdian"
"Nasrabad,Ferghana,Transoxiana,Turan,Manicheanism,Sogdian"
"Gurganj,Khorezm,Transoxiana,Turan,Gayomarthianism,Khwarezmian"
"Darghan,Khorezm,Transoxiana,Turan,Gayomarthianism,Khwarezmian"
"Kath,Khorezm,Transoxiana,Turan,Gayomarthianism,Khwarezmian"
"Khiva,Khorezm,Transoxiana,Turan,Gayomarthianism,Khwarezmian"
"Kurdar,Khorezm,Transoxiana,Turan,Gayomarthianism,Khwarezmian"
"Sarykamysh,Uzboy,Transoxiana,Turan,Mazdayasna,Khwarezmian"
"Uzboy,Uzboy,Transoxiana,Turan,Mazdayasna,Khwarezmian"
"Isfahan,Isfahan,Persia,Persian_Empire,Ash'arism,Persian"
"Ardestan,Isfahan,Persia,Persian_Empire,Ash'arism,Persian"
"Qumisha,Isfahan,Persia,Persian_Empire,Ash'arism,Persian"
"Luristan,Isfahan,Persia,Persian_Empire,Ash'arism,Persian"
"Kirman,Kirman,Persia,Persian_Empire,Ash'arism,Persian"
"Behabad,Kirman,Persia,Persian_Empire,Mazdayasna,Persian"
"Bam,Kirman,Persia,Persian_Empire,Ash'arism,Persian"
"Sirjan,Kirman,Persia,Persian_Empire,Mazdayasna,Persian"
"Jiruft,Kirman,Persia,Persian_Empire,Mazdayasna,Persian"
"Yazd,Yazd,Persia,Persian_Empire,Mazdayasna,Persian"
"Mafaza,Yazd,Persia,Persian_Empire,Mazdayasna,Persian"
"Shahr-e-Babak,Yazd,Persia,Persian_Empire,Mazdayasna,Persian"
"Rayy,Rayy,Persia,Persian_Empire,Mazdayasna,Persian"
"Khuwar,Rayy,Persia,Persian_Empire,Mazdayasna,Persian"
"Qom,Rayy,Persia,Persian_Empire,Ash'arism,Persian"
"Hamadan,Hamadan,Persia,Persian_Empire,Ash'arism,Persian"
"Nihawand,Hamadan,Persia,Persian_Empire,Ash'arism,Persian"
"Dinawar,Hamadan,Persia,Persian_Empire,Ash'arism,Persian"
"Shiraz,Fars,Persia,Persian_Empire,Mazdayasna,Persian"
"Lar,Fars,Persia,Persian_Empire,Isma'ilism,Kurdish"
"Darabjerd,Fars,Persia,Persian_Empire,Isma'ilism,Kurdish"
"Arrajan,Fars,Persia,Persian_Empire,Mazdayasna,Persian"
"Istakhr,Fars,Persia,Persian_Empire,Mazdayasna,Persian"
"Mandestan,Fars,Persia,Persian_Empire,Mazdayasna,Persian"
"Irahistan,Fars,Persia,Persian_Empire,Mazdayasna,Persian"
"Hormuz,Hormuz,Persia,Persian_Empire,Mazdayasna,Persian"
"Sif-i-Umara,Hormuz,Persia,Persian_Empire,Mazdayasna,Persian"
"Ahvaz,Khuzestan,Persia,Persian_Empire,Mazdakism,Persian"
"Sardan,Khuzestan,Persia,Persian_Empire,Ash'arism,Persian"
"Ramhurmuz,Khuzestan,Persia,Persian_Empire,Mazdayasna,Persian"
"Tustar,Khuzestan,Persia,Persian_Empire,Ash'arism,Persian"
"Abbadan,Khuzestan,Persia,Persian_Empire,Ash'arism,Bedouin"
"Dawraq,Khuzestan,Persia,Persian_Empire,Mazdakism,Persian"
"Kermanshah,Kermanshah,Persia,Persian_Empire,Ash'arism,Kurdish"
"Masabadhan,Kermanshah,Persia,Persian_Empire,Ash'arism,Kurdish"
"Saimara,Kermanshah,Persia,Persian_Empire,Ash'arism,Kurdish"
"Nishapur,Nishapur,Khorasan,Persian_Empire,Mazdayasna,Tajik"
"Tus,Nishapur,Khorasan,Persian_Empire,Mazdayasna,Tajik"
"Samaiqan,Nishapur,Khorasan,Persian_Empire,Mazdayasna,Tajik"
"Juwain,Nishapur,Khorasan,Persian_Empire,Mazdayasna,Tajik"
"Baihaq,Nishapur,Khorasan,Persian_Empire,Mazdayasna,Tajik"
"Damghan,Nishapur,Khorasan,Persian_Empire,Mazdayasna,Persian"
"Merv,Merv,Khorasan,Persian_Empire,Mazdayasna,Tajik"
"Sarakhs,Merv,Khorasan,Persian_Empire,Mazdayasna,Tajik"
"Marv-ar-Rud,Merv,Khorasan,Persian_Empire,Zurvanism,Tajik"
"Rivsharan,Merv,Khorasan,Persian_Empire,Zurvanism,Tajik"
"Guzgan,Merv,Khorasan,Persian_Empire,Zurvanism,Tajik"
"Amol,Merv,Khorasan,Persian_Empire,Gayomarthianism,Sogdian"
"Zamm,Merv,Khorasan,Persian_Empire,Mazdayasna,Tajik"
"Ghur,Ghur,Khorasan,Persian_Empire,Mahayana,Afghan"
"Darmashan,Ghur,Khorasan,Persian_Empire,Mahayana,Afghan"
"Upper_Ghur,Ghur,Khorasan,Persian_Empire,Mahayana,Afghan"
"Herat,Herat,Khorasan,Persian_Empire,Azraqism,Tajik"
"Bakharz,Herat,Khorasan,Persian_Empire,Azraqism,Tajik"
"Badghis,Herat,Khorasan,Persian_Empire,Azraqism,Tajik"
"Sabzevar,Herat,Khorasan,Persian_Empire,Zunism,Afghan"
"Zirkuh,Herat,Khorasan,Persian_Empire,Azraqism,Tajik"
"Balkh,Balkh,Khorasan,Persian_Empire,Mahayana,Sogdian"
"West-Tokharestan,Balkh,Khorasan,Persian_Empire,Mahayana,Afghan"
"East-Tokharestan,Balkh,Khorasan,Persian_Empire,Mahayana,Afghan"
"Abivard,Nasa,Khorasan,Persian_Empire,Mazdayasna,Tajik"
"Farava,Nasa,Khorasan,Persian_Empire,Mazdayasna,Tajik"
"Qain,Kohestan,Khorasan,Persian_Empire,Mazdayasna,Tajik"
"Tun,Kohestan,Khorasan,Persian_Empire,Mazdayasna,Tajik"
"Gilan,Daylam,Daylam,Persian_Empire,Mazdayasna,Daylamite"
"Zanjan,Daylam,Daylam,Persian_Empire,Zayidism,Daylamite"
"Qazwin,Daylam,Daylam,Persian_Empire,Zayidism,Daylamite"
"Mazandaran,Tabaristan,Daylam,Persian_Empire,Mazdayasna,Daylamite"
"Ruyan,Tabaristan,Daylam,Persian_Empire,Mazdayasna,Daylamite"
"Baduspan,Tabaristan,Daylam,Persian_Empire,Mazdayasna,Daylamite"
"Gurgan,Gurgan,Daylam,Persian_Empire,Mazdayasna,Daylamite"
"Dihistan,Gurgan,Daylam,Persian_Empire,Mazdayasna,Tajik"
"Tabriz,Azerbaijan,Daylam,Persian_Empire,Khurramism,Persian"
"Talish,Azerbaijan,Daylam,Persian_Empire,Mazdayasna,Daylamite"
"Ardabil,Azerbaijan,Daylam,Persian_Empire,Khurramism,Daylamite"
"Maragha,Azerbaijan,Daylam,Persian_Empire,Khurramism,Kurdish"
"Bailaqan,Azerbaijan,Daylam,Persian_Empire,Ash'arism,Kurdish"
"Urmiya,Azerbaijan,Daylam,Persian_Empire,Ash'arism,Kurdish"
"Shirvan,Shirvan,Daylam,Persian_Empire,Mazdayasna,Persian"
"Shaki,Shirvan,Daylam,Persian_Empire,Mazdayasna,Persian"
"Aran,Shirvan,Daylam,Persian_Empire,Orthodoxy,Georgian"
"Mugan,Shirvan,Daylam,Persian_Empire,Khurramism,Persian"
"Panjgur,Makran,Makran,Persian_Empire,Zunism,Baloch"
"Kiz,Makran,Makran,Persian_Empire,Zurvanism,Baloch"
"Sanij,Makran,Makran,Persian_Empire,Mazdakism,Baloch"
"Khawr,Makran,Makran,Persian_Empire,Zunism,Baloch"
"Turan,Makran,Makran,Persian_Empire,Zunism,Baloch"
"Bampur,Jabal_Kufs,Makran,Persian_Empire,Zurvanism,Baloch"
"Jabal_Kufs,Jabal_Kufs,Makran,Persian_Empire,Zurvanism,Baloch"
"Riqan,Jabal_Kufs,Makran,Persian_Empire,Mazdakism,Baloch"
"Zaranj,Sistan,Makran,Persian_Empire,Zunism,Afghan"
"Nih,Sistan,Makran,Persian_Empire,Zunism,Afghan"
"Farah,Sistan,Makran,Persian_Empire,Zunism,Afghan"
"Rudbar,Sistan,Makran,Persian_Empire,Zunism,Afghan"
"Bost,Sistan,Makran,Persian_Empire,Zunism,Afghan"
"Kabul,Kabulistan,Kabulistan,Persian_Empire,Mahayana,Afghan"
"Bamian,Kabulistan,Kabulistan,Persian_Empire,Mahayana,Afghan"
"Chitral,Kabulistan,Kabulistan,Persian_Empire,Mahayana,Afghan"
"Ghazna,Zabulistan,Kabulistan,Persian_Empire,Mahayana,Afghan"
"Zamindawar,Zabulistan,Kabulistan,Persian_Empire,Mahayana,Afghan"
"Rukhaj,Zabulistan,Kabulistan,Persian_Empire,Mahayana,Afghan"
"Zabulistan,Zabulistan,Kabulistan,Persian_Empire,Mahayana,Afghan"
"Samarra,Samarra,Mesopotamia,Persian_Empire,Nestorianism,Assyrian"
"Hulwan,Samarra,Mesopotamia,Persian_Empire,Ash'arism,Kurdish"
"Kirkuk,Samarra,Mesopotamia,Persian_Empire,Ash'arism,Kurdish"
"Takrit,Samarra,Mesopotamia,Persian_Empire,Nestorianism,Assyrian"
"Wasit,Wasit,Mesopotamia,Persian_Empire,Ash'arism,Mashriqi"
"Tib,Wasit,Mesopotamia,Persian_Empire,Ash'arism,Mashriqi"
"Kufa,Kufa,Mesopotamia,Persian_Empire,Ash'arism,Bedouin"
"Safata,Kufa,Mesopotamia,Persian_Empire,Ash'arism,Bedouin"
"Qadisiya,Kufa,Mesopotamia,Persian_Empire,Ash'arism,Mashriqi"
"Batiha,Kufa,Mesopotamia,Persian_Empire,Ash'arism,Mashriqi"
"Akhadid,Kufa,Mesopotamia,Persian_Empire,Ash'arism,Mashriqi"
"Waqisa,Kufa,Mesopotamia,Persian_Empire,Ash'arism,Mashriqi"
"Basra,Basra,Mesopotamia,Persian_Empire,Ash'arism,Bedouin"
"Ubulla,Basra,Mesopotamia,Persian_Empire,Ash'arism,Bedouin"
"Rusafa,Basra,Mesopotamia,Persian_Empire,Ash'arism,Mashriqi"
"Baghdad,Baghdad,Mesopotamia,Persian_Empire,Ash'arism,Mashriqi"
"Iskaf,Baghdad,Mesopotamia,Persian_Empire,Ash'arism,Mashriqi"
"Anbar,Baghdad,Mesopotamia,Persian_Empire,Ash'arism,Mashriqi"
"Karbala,Baghdad,Mesopotamia,Persian_Empire,Ash'arism,Mashriqi"
"Badaraya,Baghdad,Mesopotamia,Persian_Empire,Ash'arism,Mashriqi"
"Mosul,Diyarrabia,Jazira,Persian_Empire,Nestorianism,Kurdish"
"Ninive,Diyarrabia,Jazira,Persian_Empire,Nestorianism,Kurdish"
"Sinjar,Diyarrabia,Jazira,Persian_Empire,Nestorianism,Mashriqi"
"Nasibin,Diyarrabia,Jazira,Persian_Empire,Apostolic,Kurdish"
"Khabur,Diyarrabia,Jazira,Persian_Empire,Ash'arism,Mashriqi"
"Upper_Khabur,Diyarrabia,Jazira,Persian_Empire,Ash'arism,Mashriqi"
"Raqqa,Diyarmudar,Jazira,Persian_Empire,Ash'arism,Mashriqi"
"Harran,Diyarmudar,Jazira,Persian_Empire,Apostolic,Mashriqi"
"Dausar,Diyarmudar,Jazira,Persian_Empire,Orthodoxy,Mashriqi"
"Amida,Diyarbakr,Jazira,Persian_Empire,Apostolic,Armenian"
"Tall_Basma,Diyarbakr,Jazira,Persian_Empire,Apostolic,Armenian"
"Hakkari,Diyarbakr,Jazira,Persian_Empire,Apostolic,Kurdish"
"Mayyafariqin,Diyarbakr,Jazira,Persian_Empire,Apostolic,Armenian"
"Bakriya,Diyarbakr,Jazira,Persian_Empire,Apostolic,Armenian"
"Rahba,Euphrates,Jazira,Persian_Empire,Nestorianism,Mashriqi"
"Hadithat-Ana,Euphrates,Jazira,Persian_Empire,Nestorianism,Mashriqi"
"al-Haditha,Euphrates,Jazira,Persian_Empire,Nestorianism,Mashriqi"
"Irbil,Kurdistan,Jazira,Persian_Empire,Nestorianism,Kurdish"
"Kurdistan,Kurdistan,Jazira,Persian_Empire,Ash'arism,Kurdish"
"Shahrazur,Kurdistan,Jazira,Persian_Empire,Ash'arism,Kurdish"
"Câmpulung,Transylvanian_Alps,Wallachia,Carpathia,Slovianska_Pravda,Bolghar"
"Polovragi,Transylvanian_Alps,Wallachia,Carpathia,Slovianska_Pravda,Vlach"
"Tabla_Buții,Transylvanian_Alps,Wallachia,Carpathia,Slovianska_Pravda,Bolghar"
"Giurgiu,Muntenia,Wallachia,Carpathia,Slovianska_Pravda,Vlach"
"Tîrgoviște,Muntenia,Wallachia,Carpathia,Slovianska_Pravda,Bolghar"
"Călărași,Muntenia,Wallachia,Carpathia,Slovianska_Pravda,Bolghar"
"Buzău,Muntenia,Wallachia,Carpathia,Slovianska_Pravda,Bolghar"
"Brăila,Muntenia,Wallachia,Carpathia,Slovianska_Pravda,Bolghar"
"Târgu_Jiu,Oltenia,Wallachia,Carpathia,Slovianska_Pravda,Vlach"
"Severin,Oltenia,Wallachia,Carpathia,Slovianska_Pravda,Vlach"
"Calafat,Oltenia,Wallachia,Carpathia,Slovianska_Pravda,Vlach"
"Craiova,Oltenia,Wallachia,Carpathia,Slovianska_Pravda,Vlach"
"Suceava,Bukovina,Moldavia,Carpathia,Slovianska_Pravda,Russian"
"Neamț,Bukovina,Moldavia,Carpathia,Slovianska_Pravda,Russian"
"Dorohoi,Bukovina,Moldavia,Carpathia,Slovianska_Pravda,Russian"
"Hotin,Bukovina,Moldavia,Carpathia,Slovianska_Pravda,Russian"
"Iași,Moldavia,Moldavia,Carpathia,Slovianska_Pravda,Russian"
"Orhei,Moldavia,Moldavia,Carpathia,Slovianska_Pravda,Russian"
"Soroca,Moldavia,Moldavia,Carpathia,Slovianska_Pravda,Russian"
"Bârlad,Moldavia,Moldavia,Carpathia,Slovianska_Pravda,Russian"
"Galați,Moldavia,Moldavia,Carpathia,Orthodoxy,Bolghar"
"Stoenești,Moldavia,Moldavia,Carpathia,Slovianska_Pravda,Bolghar"
"Tigheci,Bugeac,Moldavia,Carpathia,Slovianska_Pravda,Bolghar"
"Cetatea_Albă,Bugeac,Moldavia,Carpathia,Orthodoxy,Bolghar"
"Chilia,Bugeac,Moldavia,Carpathia,Orthodoxy,Bolghar"
"Lăpușna,Bugeac,Moldavia,Carpathia,Slovianska_Pravda,Russian"
"Visegrad,Visegrad,Hungary,Carpathia,Tengriism,Avar"
"Komárom,Visegrad,Hungary,Carpathia,Catholicism,Slovien"
"Esztergom,Visegrad,Hungary,Carpathia,Catholicism,Slovien"
"Székesfehérvár,Visegrad,Hungary,Carpathia,Catholicism,Slovien"
"Hewes,Visegrad,Hungary,Carpathia,Tengriism,Avar"
"Somogy,Somogy,Hungary,Carpathia,Catholicism,Slovien"
"Kolon,Somogy,Hungary,Carpathia,Catholicism,Slovien"
"Tolna,Somogy,Hungary,Carpathia,Catholicism,Slovien"
"Baranya,Somogy,Hungary,Carpathia,Catholicism,Slovien"
"Nyitra,Nyitra,Hungary,Carpathia,Catholicism,Slovien"
"Gemer,Nyitra,Hungary,Carpathia,Slovianska_Pravda,Slovien"
"Orava,Nyitra,Hungary,Carpathia,Slovianska_Pravda,Slovien"
"Trenscen,Nyitra,Hungary,Carpathia,Catholicism,Slovien"
"Lipto,Nyitra,Hungary,Carpathia,Catholicism,Slovien"
"Zólyom,Nyitra,Hungary,Carpathia,Catholicism,Slovien"
"Bars,Nyitra,Hungary,Carpathia,Catholicism,Slovien"
"Hont,Nyitra,Hungary,Carpathia,Catholicism,Slovien"
"Poszony,Nyitra,Hungary,Carpathia,Catholicism,Slovien"
"Ungvár,Ungvár,Hungary,Carpathia,Slovianska_Pravda,Croatian"
"Zemplén,Ungvár,Hungary,Carpathia,Slovianska_Pravda,Croatian"
"Borsod,Ungvár,Hungary,Carpathia,Catholicism,Slovien"
"Šariš,Ungvár,Hungary,Carpathia,Slovianska_Pravda,Croatian"
"Spis,Ungvár,Hungary,Carpathia,Catholicism,Slovien"
"Abauj,Ungvár,Hungary,Carpathia,Slovianska_Pravda,Croatian"
"Marmaros,Transcarpathia,Hungary,Carpathia,Tengriism,Avar"
"Bereg,Transcarpathia,Hungary,Carpathia,Slovianska_Pravda,Croatian"
"Fehér,Transylvania,Hungary,Carpathia,Tengriism,Avar"
"Székelyföld,Transylvania,Hungary,Carpathia,Tengriism,Avar"
"Barcaság,Transylvania,Hungary,Carpathia,Tengriism,Avar"
"Fogaras,Transylvania,Hungary,Carpathia,Tengriism,Avar"
"Torda,Transylvania,Hungary,Carpathia,Tengriism,Avar"
"Beszterce,Transylvania,Hungary,Carpathia,Tengriism,Avar"
"Hunyad,Transylvania,Hungary,Carpathia,Tengriism,Avar"
"Bihar,Bihar,Hungary,Carpathia,Tengriism,Avar"
"Zaránd,Bihar,Hungary,Carpathia,Tengriism,Avar"
"Békés,Bihar,Hungary,Carpathia,Tengriism,Avar"
"Szabolcs,Bihar,Hungary,Carpathia,Tengriism,Avar"
"Szatmár,Bihar,Hungary,Carpathia,Tengriism,Avar"
"Temes,Temes,Hungary,Carpathia,Tengriism,Avar"
"Arad,Temes,Hungary,Carpathia,Tengriism,Avar"
"Krassó,Temes,Hungary,Carpathia,Catholicism,Mogyër"
"Keve,Temes,Hungary,Carpathia,Catholicism,Mogyër"
"Csanad,Temes,Hungary,Carpathia,Tengriism,Avar"
"Bacs,Bacs,Hungary,Carpathia,Tengriism,Avar"
"Bodrog,Bacs,Hungary,Carpathia,Tengriism,Avar"
"Csongrad,Bacs,Hungary,Carpathia,Tengriism,Avar"
"Gyor,Gyor,Hungary,Carpathia,Catholicism,Slovien"
"Sopron,Gyor,Hungary,Carpathia,Catholicism,Slovien"
"Vas,Gyor,Hungary,Carpathia,Catholicism,Slovien"
"Veszprém,Gyor,Hungary,Carpathia,Catholicism,Slovien"
"Szerém,Syrmia,Hungary,Carpathia,Orthodoxy,Serbian"
"Ile_de_France,Valois,France,Francia,Catholicism,French"
"Brie_Française,Valois,France,Francia,Catholicism,French"
"Vermandois,Valois,France,Francia,Catholicism,French"
"Valois,Valois,France,Francia,Catholicism,French"
"Amiens,Valois,France,Francia,Catholicism,French"
"Beaumont,Valois,France,Francia,Catholicism,French"
"Clermont,Valois,France,Francia,Catholicism,French"
"Berry,Berry,France,Francia,Catholicism,French"
"Tourraine,Berry,France,Francia,Catholicism,French"
"Blois,Berry,France,Francia,Catholicism,French"
"Issoudun,Berry,France,Francia,Catholicism,French"
"Anjou,Anjou,France,Francia,Catholicism,French"
"Saumur,Anjou,France,Francia,Catholicism,French"
"Maine,Anjou,France,Francia,Catholicism,French"
"Sable,Anjou,France,Francia,Catholicism,French"
"Rouen,Normandy,France,Francia,Catholicism,French"
"Evreux,Normandy,France,Francia,Catholicism,French"
"Bayeux,Normandy,France,Francia,Catholicism,French"
"Avranches,Normandy,France,Francia,Catholicism,French"
"Alençon,Normandy,France,Francia,Catholicism,French"
"Lisieux,Normandy,France,Francia,Catholicism,French"
"Eu,Normandy,France,Francia,Catholicism,French"
"Orleans,Orleans,France,Francia,Catholicism,French"
"Montargis,Orleans,France,Francia,Catholicism,French"
"Vendome,Orleans,France,Francia,Catholicism,French"
"Chartres,Orleans,France,Francia,Catholicism,French"
"Sancerre,Orleans,France,Francia,Catholicism,French"
"Reims,Champagne,France,Francia,Catholicism,French"
"Troyes,Champagne,France,Francia,Catholicism,French"
"Provins,Champagne,France,Francia,Catholicism,French"
"Meaux,Champagne,France,Francia,Catholicism,French"
"Chalons,Champagne,France,Francia,Catholicism,French"
"Rethel,Champagne,France,Francia,Catholicism,French"
"Sens,Champagne,France,Francia,Catholicism,French"
"Dijon,Burgundy,France,Francia,Catholicism,French"
"Chalon,Burgundy,France,Francia,Catholicism,French"
"Auxerre,Burgundy,France,Francia,Catholicism,French"
"Tonnerrois,Burgundy,France,Francia,Catholicism,French"
"Avalois,Burgundy,France,Francia,Catholicism,French"
"Macon,Burgundy,France,Francia,Catholicism,French"
"Nevers,Burgundy,France,Francia,Catholicism,French"
"Bar,Bar,France,Francia,Catholicism,French"
"Briey,Bar,France,Francia,Catholicism,French"
"Langres,Bar,France,Francia,Catholicism,French"
"Vaucouleurs,Bar,France,Francia,Catholicism,French"
"Brugge,Flanders,France,Francia,Catholicism,French"
"Yperen,Flanders,France,Francia,Catholicism,French"
"Guines,Flanders,France,Francia,Catholicism,French"
"Lille,Flanders,France,Francia,Catholicism,French"
"Boulogne,Flanders,France,Francia,Catholicism,French"
"Bordeaux,Gascogne,Aquitaine,Francia,Catholicism,Occitan"
"Labourd,Gascogne,Aquitaine,Francia,Catholicism,Occitan"
"Albret,Gascogne,Aquitaine,Francia,Catholicism,Occitan"
"Marsan,Gascogne,Aquitaine,Francia,Catholicism,Occitan"
"Agenais,Gascogne,Aquitaine,Francia,Catholicism,Occitan"
"Angouleme,Aquitaine,Aquitaine,Francia,Catholicism,Occitan"
"Perigord,Aquitaine,Aquitaine,Francia,Catholicism,Occitan"
"Limousin,Aquitaine,Aquitaine,Francia,Catholicism,Occitan"
"Saintonge,Aquitaine,Aquitaine,Francia,Catholicism,Occitan"
"Aunis,Aquitaine,Aquitaine,Francia,Catholicism,Occitan"
"Toulouse,Toulouse,Aquitaine,Francia,Catholicism,Occitan"
"Quercy,Toulouse,Aquitaine,Francia,Catholicism,Occitan"
"Gevaudan,Toulouse,Aquitaine,Francia,Catholicism,Occitan"
"Rouergue,Toulouse,Aquitaine,Francia,Catholicism,Occitan"
"Millau,Toulouse,Aquitaine,Francia,Catholicism,Occitan"
"Albi,Languedoc,Aquitaine,Francia,Catholicism,Occitan"
"Uses,Languedoc,Aquitaine,Francia,Catholicism,Occitan"
"Montpellier,Languedoc,Aquitaine,Francia,Catholicism,Occitan"
"Carcassonne,Languedoc,Aquitaine,Francia,Catholicism,Occitan"
"Béziers,Languedoc,Aquitaine,Francia,Catholicism,Occitan"
"Foix,Languedoc,Aquitaine,Francia,Catholicism,Occitan"
"Armagnac,Armagnac,Aquitaine,Francia,Catholicism,Occitan"
"Bigorre,Armagnac,Aquitaine,Francia,Catholicism,Occitan"
"Bearn,Armagnac,Aquitaine,Francia,Catholicism,Occitan"
"Comminges,Armagnac,Aquitaine,Francia,Catholicism,Occitan"
"Poitiers,Poitou,Aquitaine,Francia,Catholicism,Occitan"
"Lusignan,Poitou,Aquitaine,Francia,Catholicism,Occitan"
"Montaigu,Poitou,Aquitaine,Francia,Catholicism,French"
"Thouars,Poitou,Aquitaine,Francia,Catholicism,Occitan"
"Auvergne,Auvergne,Aquitaine,Francia,Catholicism,Occitan"
"Clermont-sur-Allier,Auvergne,Aquitaine,Francia,Catholicism,Occitan"
"Thiers,Auvergne,Aquitaine,Francia,Catholicism,Occitan"
"Velay,Auvergne,Aquitaine,Francia,Catholicism,Occitan"
"Bourbon,Bourbon,Aquitaine,Francia,Catholicism,Occitan"
"Bellac,Bourbon,Aquitaine,Francia,Catholicism,Occitan"
"Jaligny,Bourbon,Aquitaine,Francia,Catholicism,Occitan"
"La_Marche,Bourbon,Aquitaine,Francia,Catholicism,Occitan"
"Vannes,Brittany,Brittany,Francia,Catholicism,Breton"
"Nantes,Brittany,Brittany,Francia,Catholicism,Breton"
