"County,Duchy,Kingdom,Empire,Religion,Culture"
"Ustyurt,Transcaspiana,Oghuz il,Turan,Tengriism,Oghuz"
"Qoshagyl,Jemba,Oghuz il,Turan,Tengriism,Oghuz"
"Akkityk,Jemba,Oghuz il,Turan,Tengriism,Oghuz"
"Kos-Buwak,Jemba,Oghuz il,Turan,Tengriism,Oghuz"
"Yangikent,Aral il,Oghuz il,Turan,Tengriism,Oghuz"
"Raimskoe,Aral il,Oghuz il,Turan,Tengriism,Oghuz"
"Ak-Dzulpas,Aral il,Oghuz il,Turan,Tengriism,Oghuz"
"Aralkizil,Aral il,Oghuz il,Turan,Tengriism,Oghuz"
"Terekli,Barsuki,Oghuz il,Turan,Tengriism,Oghuz"
"Barsuki,Barsuki,Oghuz il,Turan,Tengriism,Oghuz"
"Aral Karakum,Barsuki,Oghuz il,Turan,Tengriism,Oghuz"
"Jend,Syr Darya,Syr Darya,Turan,Tengriism,Oghuz"
"Sighnaq,Syr Darya,Syr Darya,Turan,Tengriism,Oghuz"
"Uzgend,Syr Darya,Syr Darya,Turan,Tengriism,Oghuz"
"Chah,Chah,Syr Darya,Turan,Khurmazdism,Sogdian"
"Otrar,Chah,Syr Darya,Turan,Khurmazdism,Sogdian"
"Shavgar,Chah,Syr Darya,Turan,Tengriism,Oghuz"
"Sütkend,Chah,Syr Darya,Turan,Khurmazdism,Sogdian"
"Balashagun,Muyunkum,Syr Darya,Turan,Tengriism,Karluk"
"Suyab,Muyunkum,Syr Darya,Turan,Tengriism,Karluk"
"Taraz,Muyunkum,Syr Darya,Turan,Khurmazdism,Sogdian"
"Shelji,Muyunkum,Syr Darya,Turan,Tengriism,Karluk"
"Quriltay,Muyunkum,Syr Darya,Turan,Tengriism,Oghuz"
"Cherik,Muyunkum,Syr Darya,Turan,Khurmazdism,Sogdian"
"Bukhara,Soghd,Transoxiana,Turan,Gayomarthianism,Sogdian"
"Kishsh,Soghd,Transoxiana,Turan,Gayomarthianism,Sogdian"
"Nakhshab,Soghd,Transoxiana,Turan,Gayomarthianism,Sogdian"
"Firabr,Soghd,Transoxiana,Turan,Gayomarthianism,Sogdian"
"Dabusiya,Soghd,Transoxiana,Turan,Gayomarthianism,Sogdian"
"Samarkand,Soghd,Transoxiana,Turan,Gayomarthianism,Sogdian"
"Badakhshan,Badakhshan,Transoxiana,Turan,Mahayana,Afghan"
"Munjan,Badakhshan,Transoxiana,Turan,Mahayana,Afghan"
"Wakhan,Badakhshan,Transoxiana,Turan,Mahayana,Afghan"
"Shughnan,Badakhshan,Transoxiana,Turan,Mahayana,Afghan"
"Karran,Badakhshan,Transoxiana,Turan,Mahayana,Afghan"
"Khuttal,Khuttal,Transoxiana,Turan,Mahayana,Sogdian"
"Wakhsh,Khuttal,Transoxiana,Turan,Mahayana,Sogdian"
"Chaghaniyan,Khuttal,Transoxiana,Turan,Mahayana,Sogdian"
"Rasht,Khuttal,Transoxiana,Turan,Mahayana,Sogdian"
"Oshrusana,Osrushana,Transoxiana,Turan,Gayomarthianism,Sogdian"
"Zarafshan,Osrushana,Transoxiana,Turan,Gayomarthianism,Sogdian"
"Ferghana,Ferghana,Transoxiana,Turan,Khurmazdism,Sogdian"
"Khojand,Ferghana,Transoxiana,Turan,Khurmazdism,Sogdian"
"Isfara,Ferghana,Transoxiana,Turan,Khurmazdism,Sogdian"
"Nasaiya,Ferghana,Transoxiana,Turan,Khurmazdism,Sogdian"
"Nasrabad,Ferghana,Transoxiana,Turan,Manicheanism,Sogdian"
"Gurganj,Khorezm,Transoxiana,Turan,Gayomarthianism,Khwarezmian"
"Darghan,Khorezm,Transoxiana,Turan,Gayomarthianism,Khwarezmian"
"Kath,Khorezm,Transoxiana,Turan,Gayomarthianism,Khwarezmian"
"Khiva,Khorezm,Transoxiana,Turan,Gayomarthianism,Khwarezmian"
"Kurdar,Khorezm,Transoxiana,Turan,Gayomarthianism,Khwarezmian"
"Sarykamysh,Uzboy,Transoxiana,Turan,Mazdayasna,Khwarezmian"
"Uzboy,Uzboy,Transoxiana,Turan,Mazdayasna,Khwarezmian"
"Isfahan,Isfahan,Persia,Persian Empire,Ash'arism,Persian"
"Ardestan,Isfahan,Persia,Persian Empire,Ash'arism,Persian"
"Qumisha,Isfahan,Persia,Persian Empire,Ash'arism,Persian"
"Luristan,Isfahan,Persia,Persian Empire,Ash'arism,Persian"
"Kirman,Kirman,Persia,Persian Empire,Ash'arism,Persian"
"Behabad,Kirman,Persia,Persian Empire,Mazdayasna,Persian"
"Bam,Kirman,Persia,Persian Empire,Ash'arism,Persian"
"Sirjan,Kirman,Persia,Persian Empire,Mazdayasna,Persian"
"Jiruft,Kirman,Persia,Persian Empire,Mazdayasna,Persian"
"Yazd,Yazd,Persia,Persian Empire,Mazdayasna,Persian"
"Mafaza,Yazd,Persia,Persian Empire,Mazdayasna,Persian"
"Shahr-e-Babak,Yazd,Persia,Persian Empire,Mazdayasna,Persian"
"Rayy,Rayy,Persia,Persian Empire,Mazdayasna,Persian"
"Khuwar,Rayy,Persia,Persian Empire,Mazdayasna,Persian"
"Qom,Rayy,Persia,Persian Empire,Ash'arism,Persian"
"Hamadan,Hamadan,Persia,Persian Empire,Ash'arism,Persian"
"Nihawand,Hamadan,Persia,Persian Empire,Ash'arism,Persian"
"Dinawar,Hamadan,Persia,Persian Empire,Ash'arism,Persian"
"Shiraz,Fars,Persia,Persian Empire,Mazdayasna,Persian"
"Lar,Fars,Persia,Persian Empire,Isma'ilism,Kurdish"
"Darabjerd,Fars,Persia,Persian Empire,Isma'ilism,Kurdish"
"Arrajan,Fars,Persia,Persian Empire,Mazdayasna,Persian"
"Istakhr,Fars,Persia,Persian Empire,Mazdayasna,Persian"
"Mandestan,Fars,Persia,Persian Empire,Mazdayasna,Persian"
"Irahistan,Fars,Persia,Persian Empire,Mazdayasna,Persian"
"Hormuz,Hormuz,Persia,Persian Empire,Mazdayasna,Persian"
"Sif-i-Umara,Hormuz,Persia,Persian Empire,Mazdayasna,Persian"
"Ahvaz,Khuzestan,Persia,Persian Empire,Mazdakism,Persian"
"Sardan,Khuzestan,Persia,Persian Empire,Ash'arism,Persian"
"Ramhurmuz,Khuzestan,Persia,Persian Empire,Mazdayasna,Persian"
"Tustar,Khuzestan,Persia,Persian Empire,Ash'arism,Persian"
"Abbadan,Khuzestan,Persia,Persian Empire,Ash'arism,Bedouin"
"Dawraq,Khuzestan,Persia,Persian Empire,Mazdakism,Persian"
"Kermanshah,Kermanshah,Persia,Persian Empire,Ash'arism,Kurdish"
"Masabadhan,Kermanshah,Persia,Persian Empire,Ash'arism,Kurdish"
"Saimara,Kermanshah,Persia,Persian Empire,Ash'arism,Kurdish"
"Nishapur,Nishapur,Khorasan,Persian Empire,Mazdayasna,Tajik"
"Tus,Nishapur,Khorasan,Persian Empire,Mazdayasna,Tajik"
"Samaiqan,Nishapur,Khorasan,Persian Empire,Mazdayasna,Tajik"
"Juwain,Nishapur,Khorasan,Persian Empire,Mazdayasna,Tajik"
"Baihaq,Nishapur,Khorasan,Persian Empire,Mazdayasna,Tajik"
"Damghan,Nishapur,Khorasan,Persian Empire,Mazdayasna,Persian"
"Merv,Merv,Khorasan,Persian Empire,Mazdayasna,Tajik"
"Sarakhs,Merv,Khorasan,Persian Empire,Mazdayasna,Tajik"
"Marv-ar-Rud,Merv,Khorasan,Persian Empire,Zurvanism,Tajik"
"Rivsharan,Merv,Khorasan,Persian Empire,Zurvanism,Tajik"
"Guzgan,Merv,Khorasan,Persian Empire,Zurvanism,Tajik"
"Amol,Merv,Khorasan,Persian Empire,Gayomarthianism,Sogdian"
"Zamm,Merv,Khorasan,Persian Empire,Mazdayasna,Tajik"
"Ghur,Ghur,Khorasan,Persian Empire,Mahayana,Afghan"
"Darmashan,Ghur,Khorasan,Persian Empire,Mahayana,Afghan"
"Upper Ghur,Ghur,Khorasan,Persian Empire,Mahayana,Afghan"
"Herat,Herat,Khorasan,Persian Empire,Azraqism,Tajik"
"Bakharz,Herat,Khorasan,Persian Empire,Azraqism,Tajik"
"Badghis,Herat,Khorasan,Persian Empire,Azraqism,Tajik"
"Sabzevar,Herat,Khorasan,Persian Empire,Zunism,Afghan"
"Zirkuh,Herat,Khorasan,Persian Empire,Azraqism,Tajik"
"Balkh,Balkh,Khorasan,Persian Empire,Mahayana,Sogdian"
"West-Tokharestan,Balkh,Khorasan,Persian Empire,Mahayana,Afghan"
"East-Tokharestan,Balkh,Khorasan,Persian Empire,Mahayana,Afghan"
"Abivard,Nasa,Khorasan,Persian Empire,Mazdayasna,Tajik"
"Farava,Nasa,Khorasan,Persian Empire,Mazdayasna,Tajik"
"Qain,Kohestan,Khorasan,Persian Empire,Mazdayasna,Tajik"
"Tun,Kohestan,Khorasan,Persian Empire,Mazdayasna,Tajik"
"Gilan,Daylam,Daylam,Persian Empire,Mazdayasna,Daylamite"
"Zanjan,Daylam,Daylam,Persian Empire,Zayidism,Daylamite"
"Qazwin,Daylam,Daylam,Persian Empire,Zayidism,Daylamite"
"Mazandaran,Tabaristan,Daylam,Persian Empire,Mazdayasna,Daylamite"
"Ruyan,Tabaristan,Daylam,Persian Empire,Mazdayasna,Daylamite"
"Baduspan,Tabaristan,Daylam,Persian Empire,Mazdayasna,Daylamite"
"Gurgan,Gurgan,Daylam,Persian Empire,Mazdayasna,Daylamite"
"Dihistan,Gurgan,Daylam,Persian Empire,Mazdayasna,Tajik"
"Tabriz,Azerbaijan,Daylam,Persian Empire,Khurramism,Persian"
"Talish,Azerbaijan,Daylam,Persian Empire,Mazdayasna,Daylamite"
"Ardabil,Azerbaijan,Daylam,Persian Empire,Khurramism,Daylamite"
"Maragha,Azerbaijan,Daylam,Persian Empire,Khurramism,Kurdish"
"Bailaqan,Azerbaijan,Daylam,Persian Empire,Ash'arism,Kurdish"
"Urmiya,Azerbaijan,Daylam,Persian Empire,Ash'arism,Kurdish"
"Shirvan,Shirvan,Daylam,Persian Empire,Mazdayasna,Persian"
"Shaki,Shirvan,Daylam,Persian Empire,Mazdayasna,Persian"
"Aran,Shirvan,Daylam,Persian Empire,Orthodoxy,Georgian"
"Mugan,Shirvan,Daylam,Persian Empire,Khurramism,Persian"
"Panjgur,Makran,Makran,Persian Empire,Zunism,Baloch"
"Kiz,Makran,Makran,Persian Empire,Zurvanism,Baloch"
"Sanij,Makran,Makran,Persian Empire,Mazdakism,Baloch"
"Khawr,Makran,Makran,Persian Empire,Zunism,Baloch"
"Turan,Makran,Makran,Persian Empire,Zunism,Baloch"
"Bampur,Jabal Kufs,Makran,Persian Empire,Zurvanism,Baloch"
"Jabal Kufs,Jabal Kufs,Makran,Persian Empire,Zurvanism,Baloch"
"Riqan,Jabal Kufs,Makran,Persian Empire,Mazdakism,Baloch"
"Zaranj,Sistan,Makran,Persian Empire,Zunism,Afghan"
"Nih,Sistan,Makran,Persian Empire,Zunism,Afghan"
"Farah,Sistan,Makran,Persian Empire,Zunism,Afghan"
"Rudbar,Sistan,Makran,Persian Empire,Zunism,Afghan"
"Bost,Sistan,Makran,Persian Empire,Zunism,Afghan"
"Kabul,Kabulistan,Kabulistan,Persian Empire,Mahayana,Afghan"
"Bamian,Kabulistan,Kabulistan,Persian Empire,Mahayana,Afghan"
"Chitral,Kabulistan,Kabulistan,Persian Empire,Mahayana,Afghan"
"Ghazna,Zabulistan,Kabulistan,Persian Empire,Mahayana,Afghan"
"Zamindawar,Zabulistan,Kabulistan,Persian Empire,Mahayana,Afghan"
"Rukhaj,Zabulistan,Kabulistan,Persian Empire,Mahayana,Afghan"
"Zabulistan,Zabulistan,Kabulistan,Persian Empire,Mahayana,Afghan"
"Samarra,Samarra,Mesopotamia,Persian Empire,Nestorianism,Assyrian"
"Hulwan,Samarra,Mesopotamia,Persian Empire,Ash'arism,Kurdish"
"Kirkuk,Samarra,Mesopotamia,Persian Empire,Ash'arism,Kurdish"
"Takrit,Samarra,Mesopotamia,Persian Empire,Nestorianism,Assyrian"
"Wasit,Wasit,Mesopotamia,Persian Empire,Ash'arism,Mashriqi"
"Tib,Wasit,Mesopotamia,Persian Empire,Ash'arism,Mashriqi"
"Kufa,Kufa,Mesopotamia,Persian Empire,Ash'arism,Bedouin"
"Safata,Kufa,Mesopotamia,Persian Empire,Ash'arism,Bedouin"
"Qadisiya,Kufa,Mesopotamia,Persian Empire,Ash'arism,Mashriqi"
"Batiha,Kufa,Mesopotamia,Persian Empire,Ash'arism,Mashriqi"
"Akhadid,Kufa,Mesopotamia,Persian Empire,Ash'arism,Mashriqi"
"Waqisa,Kufa,Mesopotamia,Persian Empire,Ash'arism,Mashriqi"
"Basra,Basra,Mesopotamia,Persian Empire,Ash'arism,Bedouin"
"Ubulla,Basra,Mesopotamia,Persian Empire,Ash'arism,Bedouin"
"Rusafa,Basra,Mesopotamia,Persian Empire,Ash'arism,Mashriqi"
"Baghdad,Baghdad,Mesopotamia,Persian Empire,Ash'arism,Mashriqi"
"Iskaf,Baghdad,Mesopotamia,Persian Empire,Ash'arism,Mashriqi"
"Anbar,Baghdad,Mesopotamia,Persian Empire,Ash'arism,Mashriqi"
"Karbala,Baghdad,Mesopotamia,Persian Empire,Ash'arism,Mashriqi"
"Badaraya,Baghdad,Mesopotamia,Persian Empire,Ash'arism,Mashriqi"
"Mosul,Diyarrabia,Jazira,Persian Empire,Nestorianism,Kurdish"
"Ninive,Diyarrabia,Jazira,Persian Empire,Nestorianism,Kurdish"
"Sinjar,Diyarrabia,Jazira,Persian Empire,Nestorianism,Mashriqi"
"Nasibin,Diyarrabia,Jazira,Persian Empire,Apostolic,Kurdish"
"Khabur,Diyarrabia,Jazira,Persian Empire,Ash'arism,Mashriqi"
"Upper Khabur,Diyarrabia,Jazira,Persian Empire,Ash'arism,Mashriqi"
"Raqqa,Diyarmudar,Jazira,Persian Empire,Ash'arism,Mashriqi"
"Harran,Diyarmudar,Jazira,Persian Empire,Apostolic,Mashriqi"
"Dausar,Diyarmudar,Jazira,Persian Empire,Orthodoxy,Mashriqi"
"Amida,Diyarbakr,Jazira,Persian Empire,Apostolic,Armenian"
"Tall Basma,Diyarbakr,Jazira,Persian Empire,Apostolic,Armenian"
"Hakkari,Diyarbakr,Jazira,Persian Empire,Apostolic,Kurdish"
"Mayyafariqin,Diyarbakr,Jazira,Persian Empire,Apostolic,Armenian"
"Bakriya,Diyarbakr,Jazira,Persian Empire,Apostolic,Armenian"
"Rahba,Euphrates,Jazira,Persian Empire,Nestorianism,Mashriqi"
"Hadithat-Ana,Euphrates,Jazira,Persian Empire,Nestorianism,Mashriqi"
"al-Haditha,Euphrates,Jazira,Persian Empire,Nestorianism,Mashriqi"
"Irbil,Kurdistan,Jazira,Persian Empire,Nestorianism,Kurdish"
"Kurdistan,Kurdistan,Jazira,Persian Empire,Ash'arism,Kurdish"
"Shahrazur,Kurdistan,Jazira,Persian Empire,Ash'arism,Kurdish"
"Câmpulung,Transylvanian Alps,Wallachia,Carpathia,Slovianska Pravda,Bolghar"
"Polovragi,Transylvanian Alps,Wallachia,Carpathia,Slovianska Pravda,Vlach"
"Tabla Buții,Transylvanian Alps,Wallachia,Carpathia,Slovianska Pravda,Bolghar"
"Giurgiu,Muntenia,Wallachia,Carpathia,Slovianska Pravda,Vlach"
"Tîrgoviște,Muntenia,Wallachia,Carpathia,Slovianska Pravda,Bolghar"
"Călărași,Muntenia,Wallachia,Carpathia,Slovianska Pravda,Bolghar"
"Buzău,Muntenia,Wallachia,Carpathia,Slovianska Pravda,Bolghar"
"Brăila,Muntenia,Wallachia,Carpathia,Slovianska Pravda,Bolghar"
"Târgu Jiu,Oltenia,Wallachia,Carpathia,Slovianska Pravda,Vlach"
"Severin,Oltenia,Wallachia,Carpathia,Slovianska Pravda,Vlach"
"Calafat,Oltenia,Wallachia,Carpathia,Slovianska Pravda,Vlach"
"Craiova,Oltenia,Wallachia,Carpathia,Slovianska Pravda,Vlach"
"Suceava,Bukovina,Moldavia,Carpathia,Slovianska Pravda,Russian"
"Neamț,Bukovina,Moldavia,Carpathia,Slovianska Pravda,Russian"
"Dorohoi,Bukovina,Moldavia,Carpathia,Slovianska Pravda,Russian"
"Hotin,Bukovina,Moldavia,Carpathia,Slovianska Pravda,Russian"
"Iași,Moldavia,Moldavia,Carpathia,Slovianska Pravda,Russian"
"Orhei,Moldavia,Moldavia,Carpathia,Slovianska Pravda,Russian"
"Soroca,Moldavia,Moldavia,Carpathia,Slovianska Pravda,Russian"
"Bârlad,Moldavia,Moldavia,Carpathia,Slovianska Pravda,Russian"
"Galați,Moldavia,Moldavia,Carpathia,Orthodoxy,Bolghar"
"Stoenești,Moldavia,Moldavia,Carpathia,Slovianska Pravda,Bolghar"
"Tigheci,Bugeac,Moldavia,Carpathia,Slovianska Pravda,Bolghar"
"Cetatea Albă,Bugeac,Moldavia,Carpathia,Orthodoxy,Bolghar"
"Chilia,Bugeac,Moldavia,Carpathia,Orthodoxy,Bolghar"
"Lăpușna,Bugeac,Moldavia,Carpathia,Slovianska Pravda,Russian"
"Visegrad,Visegrad,Hungary,Carpathia,Tengriism,Avar"
"Komárom,Visegrad,Hungary,Carpathia,Catholicism,Slovien"
"Esztergom,Visegrad,Hungary,Carpathia,Catholicism,Slovien"
"Székesfehérvár,Visegrad,Hungary,Carpathia,Catholicism,Slovien"
"Hewes,Visegrad,Hungary,Carpathia,Tengriism,Avar"
"Somogy,Somogy,Hungary,Carpathia,Catholicism,Slovien"
"Kolon,Somogy,Hungary,Carpathia,Catholicism,Slovien"
"Tolna,Somogy,Hungary,Carpathia,Catholicism,Slovien"
"Baranya,Somogy,Hungary,Carpathia,Catholicism,Slovien"
"Nyitra,Nyitra,Hungary,Carpathia,Catholicism,Slovien"
"Gemer,Nyitra,Hungary,Carpathia,Slovianska Pravda,Slovien"
"Orava,Nyitra,Hungary,Carpathia,Slovianska Pravda,Slovien"
"Trenscen,Nyitra,Hungary,Carpathia,Catholicism,Slovien"
"Lipto,Nyitra,Hungary,Carpathia,Catholicism,Slovien"
"Zólyom,Nyitra,Hungary,Carpathia,Catholicism,Slovien"
"Bars,Nyitra,Hungary,Carpathia,Catholicism,Slovien"
"Hont,Nyitra,Hungary,Carpathia,Catholicism,Slovien"
"Poszony,Nyitra,Hungary,Carpathia,Catholicism,Slovien"
"Ungvár,Ungvár,Hungary,Carpathia,Slovianska Pravda,Croatian"
"Zemplén,Ungvár,Hungary,Carpathia,Slovianska Pravda,Croatian"
"Borsod,Ungvár,Hungary,Carpathia,Catholicism,Slovien"
"Šariš,Ungvár,Hungary,Carpathia,Slovianska Pravda,Croatian"
"Spis,Ungvár,Hungary,Carpathia,Catholicism,Slovien"
"Abauj,Ungvár,Hungary,Carpathia,Slovianska Pravda,Croatian"
"Marmaros,Transcarpathia,Hungary,Carpathia,Tengriism,Avar"
"Bereg,Transcarpathia,Hungary,Carpathia,Slovianska Pravda,Croatian"
"Fehér,Transylvania,Hungary,Carpathia,Tengriism,Avar"
"Székelyföld,Transylvania,Hungary,Carpathia,Tengriism,Avar"
"Barcaság,Transylvania,Hungary,Carpathia,Tengriism,Avar"
"Fogaras,Transylvania,Hungary,Carpathia,Tengriism,Avar"
"Torda,Transylvania,Hungary,Carpathia,Tengriism,Avar"
"Beszterce,Transylvania,Hungary,Carpathia,Tengriism,Avar"
"Hunyad,Transylvania,Hungary,Carpathia,Tengriism,Avar"
"Bihar,Bihar,Hungary,Carpathia,Tengriism,Avar"
"Zaránd,Bihar,Hungary,Carpathia,Tengriism,Avar"
"Békés,Bihar,Hungary,Carpathia,Tengriism,Avar"
"Szabolcs,Bihar,Hungary,Carpathia,Tengriism,Avar"
"Szatmár,Bihar,Hungary,Carpathia,Tengriism,Avar"
"Temes,Temes,Hungary,Carpathia,Tengriism,Avar"
"Arad,Temes,Hungary,Carpathia,Tengriism,Avar"
"Krassó,Temes,Hungary,Carpathia,Catholicism,Mogyër"
"Keve,Temes,Hungary,Carpathia,Catholicism,Mogyër"
"Csanad,Temes,Hungary,Carpathia,Tengriism,Avar"
"Bacs,Bacs,Hungary,Carpathia,Tengriism,Avar"
"Bodrog,Bacs,Hungary,Carpathia,Tengriism,Avar"
"Csongrad,Bacs,Hungary,Carpathia,Tengriism,Avar"
"Gyor,Gyor,Hungary,Carpathia,Catholicism,Slovien"
"Sopron,Gyor,Hungary,Carpathia,Catholicism,Slovien"
"Vas,Gyor,Hungary,Carpathia,Catholicism,Slovien"
"Veszprém,Gyor,Hungary,Carpathia,Catholicism,Slovien"
"Szerém,Syrmia,Hungary,Carpathia,Orthodoxy,Serbian"
"Ile de France,Valois,France,Francia,Catholicism,French"
"Brie Française,Valois,France,Francia,Catholicism,French"
"Vermandois,Valois,France,Francia,Catholicism,French"
"Valois,Valois,France,Francia,Catholicism,French"
"Amiens,Valois,France,Francia,Catholicism,French"
"Beaumont,Valois,France,Francia,Catholicism,French"
"Clermont,Valois,France,Francia,Catholicism,French"
"Berry,Berry,France,Francia,Catholicism,French"
"Tourraine,Berry,France,Francia,Catholicism,French"
"Blois,Berry,France,Francia,Catholicism,French"
"Issoudun,Berry,France,Francia,Catholicism,French"
"Anjou,Anjou,France,Francia,Catholicism,French"
"Saumur,Anjou,France,Francia,Catholicism,French"
"Maine,Anjou,France,Francia,Catholicism,French"
"Sable,Anjou,France,Francia,Catholicism,French"
"Rouen,Normandy,France,Francia,Catholicism,French"
"Evreux,Normandy,France,Francia,Catholicism,French"
"Bayeux,Normandy,France,Francia,Catholicism,French"
"Avranches,Normandy,France,Francia,Catholicism,French"
"Alençon,Normandy,France,Francia,Catholicism,French"
"Lisieux,Normandy,France,Francia,Catholicism,French"
"Eu,Normandy,France,Francia,Catholicism,French"
"Orleans,Orleans,France,Francia,Catholicism,French"
"Montargis,Orleans,France,Francia,Catholicism,French"
"Vendome,Orleans,France,Francia,Catholicism,French"
"Chartres,Orleans,France,Francia,Catholicism,French"
"Sancerre,Orleans,France,Francia,Catholicism,French"
"Reims,Champagne,France,Francia,Catholicism,French"
"Troyes,Champagne,France,Francia,Catholicism,French"
"Provins,Champagne,France,Francia,Catholicism,French"
"Meaux,Champagne,France,Francia,Catholicism,French"
"Chalons,Champagne,France,Francia,Catholicism,French"
"Rethel,Champagne,France,Francia,Catholicism,French"
"Sens,Champagne,France,Francia,Catholicism,French"
"Dijon,Burgundy,France,Francia,Catholicism,French"
"Chalon,Burgundy,France,Francia,Catholicism,French"
"Auxerre,Burgundy,France,Francia,Catholicism,French"
"Tonnerrois,Burgundy,France,Francia,Catholicism,French"
"Avalois,Burgundy,France,Francia,Catholicism,French"
"Macon,Burgundy,France,Francia,Catholicism,French"
"Nevers,Burgundy,France,Francia,Catholicism,French"
"Bar,Bar,France,Francia,Catholicism,French"
"Briey,Bar,France,Francia,Catholicism,French"
"Langres,Bar,France,Francia,Catholicism,French"
"Vaucouleurs,Bar,France,Francia,Catholicism,French"
"Brugge,Flanders,France,Francia,Catholicism,French"
"Yperen,Flanders,France,Francia,Catholicism,French"
"Guines,Flanders,France,Francia,Catholicism,French"
"Lille,Flanders,France,Francia,Catholicism,French"
"Boulogne,Flanders,France,Francia,Catholicism,French"
"Bordeaux,Gascogne,Aquitaine,Francia,Catholicism,Occitan"
"Labourd,Gascogne,Aquitaine,Francia,Catholicism,Occitan"
"Albret,Gascogne,Aquitaine,Francia,Catholicism,Occitan"
"Marsan,Gascogne,Aquitaine,Francia,Catholicism,Occitan"
"Agenais,Gascogne,Aquitaine,Francia,Catholicism,Occitan"
"Angouleme,Aquitaine,Aquitaine,Francia,Catholicism,Occitan"
"Perigord,Aquitaine,Aquitaine,Francia,Catholicism,Occitan"
"Limousin,Aquitaine,Aquitaine,Francia,Catholicism,Occitan"
"Saintonge,Aquitaine,Aquitaine,Francia,Catholicism,Occitan"
"Aunis,Aquitaine,Aquitaine,Francia,Catholicism,Occitan"
"Toulouse,Toulouse,Aquitaine,Francia,Catholicism,Occitan"
"Quercy,Toulouse,Aquitaine,Francia,Catholicism,Occitan"
"Gevaudan,Toulouse,Aquitaine,Francia,Catholicism,Occitan"
"Rouergue,Toulouse,Aquitaine,Francia,Catholicism,Occitan"
"Millau,Toulouse,Aquitaine,Francia,Catholicism,Occitan"
"Albi,Languedoc,Aquitaine,Francia,Catholicism,Occitan"
"Uses,Languedoc,Aquitaine,Francia,Catholicism,Occitan"
"Montpellier,Languedoc,Aquitaine,Francia,Catholicism,Occitan"
"Carcassonne,Languedoc,Aquitaine,Francia,Catholicism,Occitan"
"Béziers,Languedoc,Aquitaine,Francia,Catholicism,Occitan"
"Foix,Languedoc,Aquitaine,Francia,Catholicism,Occitan"
"Armagnac,Armagnac,Aquitaine,Francia,Catholicism,Occitan"
"Bigorre,Armagnac,Aquitaine,Francia,Catholicism,Occitan"
"Bearn,Armagnac,Aquitaine,Francia,Catholicism,Occitan"
"Comminges,Armagnac,Aquitaine,Francia,Catholicism,Occitan"
"Poitiers,Poitou,Aquitaine,Francia,Catholicism,Occitan"
"Lusignan,Poitou,Aquitaine,Francia,Catholicism,Occitan"
"Montaigu,Poitou,Aquitaine,Francia,Catholicism,French"
"Thouars,Poitou,Aquitaine,Francia,Catholicism,Occitan"
"Auvergne,Auvergne,Aquitaine,Francia,Catholicism,Occitan"
"Clermont-sur-Allier,Auvergne,Aquitaine,Francia,Catholicism,Occitan"
"Thiers,Auvergne,Aquitaine,Francia,Catholicism,Occitan"
"Velay,Auvergne,Aquitaine,Francia,Catholicism,Occitan"
"Bourbon,Bourbon,Aquitaine,Francia,Catholicism,Occitan"
"Bellac,Bourbon,Aquitaine,Francia,Catholicism,Occitan"
"Jaligny,Bourbon,Aquitaine,Francia,Catholicism,Occitan"
"La Marche,Bourbon,Aquitaine,Francia,Catholicism,Occitan"
"Vannes,Brittany,Brittany,Francia,Catholicism,Breton"
"Nantes,Brittany,Brittany,Francia,Catholicism,Breton"
"Cornouaille,Brittany,Brittany,Francia,Catholicism,Breton"
"Léon,Brittany,Brittany,Francia,Catholicism,Breton"
"Penthievre,Brittany,Brittany,Francia,Catholicism,Breton"
"Rennes,Brittany,Brittany,Francia,Catholicism,Breton"
"Venaissin,Provence,Burgundy,Francia,Catholicism,Occitan"
"Provence,Provence,Burgundy,Francia,Catholicism,Occitan"
"Nice,Provence,Burgundy,Francia,Catholicism,Cisalpine"
"Forcalquier,Provence,Burgundy,Francia,Catholicism,Occitan"
"Savoie,Savoy,Burgundy,Francia,Catholicism,Cisalpine"
"Aosta,Savoy,Burgundy,Francia,Catholicism,Cisalpine"
"Geneva,Savoy,Burgundy,Francia,Catholicism,French"
"Canavese,Savoy,Burgundy,Francia,Catholicism,Cisalpine"
"Lyon,Viennois,Burgundy,Francia,Catholicism,French"
"Forez,Viennois,Burgundy,Francia,Catholicism,French"
"Viviers,Viennois,Burgundy,Francia,Catholicism,Occitan"
"Viennois,Viennois,Burgundy,Francia,Catholicism,French"
"Valentinois,Viennois,Burgundy,Francia,Catholicism,French"
"Besancon,Upper Burgundy,Burgundy,Francia,Catholicism,French"
"Bresse,Upper Burgundy,Burgundy,Francia,Catholicism,French"
"Dole,Upper Burgundy,Burgundy,Francia,Catholicism,French"
"Bern,Transjurania,Burgundy,Francia,Catholicism,Swabian"
"Aargau,Transjurania,Burgundy,Francia,Catholicism,Swabian"
"Neuchatel,Transjurania,Burgundy,Francia,Catholicism,Swabian"
"Cordoba,Cordoba,Andalusia,Hispania,Catholicism,Visigothic"
"Calatrava,Cordoba,Andalusia,Hispania,Catholicism,Visigothic"
"Alarcos,Cordoba,Andalusia,Hispania,Catholicism,Visigothic"
"Jaén,Cordoba,Andalusia,Hispania,Muwalladism,Visigothic"
"Granada,Granada,Andalusia,Hispania,Catholicism,Visigothic"
"Almeria,Granada,Andalusia,Hispania,Catholicism,Visigothic"
